CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)",Molecular_Weight (amu)
CM-1207533,JAK1 EC50(uM),3.0,99.49,-1.357,-1.3579,1,9,3.0,0.53333,Class B,10.8,571.0,,,8.56,361.42
CM-1124266,JAK1 EC50(uM),3.0,102.97,-0.98,-0.9879,1,8,3.0,0.4,Class B,,,,,,309.33
CM-1207532,JAK1 EC50(uM),3.0,102.03,0.275,0.2679,1,9,4.0,0.27778,Class B,49.8,470.0,,,5.54,359.39
CM-1266482,JAK1 EC50(uM),3.0,91.89,2.438,2.4376,1,7,4.0,0.36364,Class B,,154.0,,,,386.45
CM-1207531,JAK1 EC50(uM),3.0,106.21,-1.672,-1.6809,1,9,3.0,0.4,Class B,,570.0,,,5.76,324.34
CM-1247627,JAK1 EC50(uM),3.0,70.9,1.734,1.7321,2,6,4.0,0.31579,Class B,,178.0,,,,332.4
CM-1207538,JAK1 EC50(uM),3.0,31.92,3.614,3.3657,1,3,2.0,0.5625,Class B,0.776,47.0,,,,255.36
CM-1375542,JAK1 EC50(uM),3.0,90.79,-0.309,-0.3288,2,9,3.0,0.57143,Class B,0.382,200.0,,,2.5,411.5
CM-1127238,JAK1 EC50(uM),3.0,105.04,-0.985,-0.9853,2,8,3.0,0.5,Class B,1.29,,,,16.5,332.38
CM-1330983,JAK1 EC50(uM),3.0,104.1,-0.015,-0.0149,2,9,4.0,0.31579,Class B,4.18,354.0,,,2.5,376.42
CM-1763547,JAK1 EC50(uM),3.0,96.72,1.529,1.5292,1,9,3.0,0.45833,Class B,40.9,708.0,0.666,19.3,3.34,452.5
CM-1175934,JAK1 EC50(uM),3.0,58.87,2.858,2.8575,1,5,4.0,0.13333,Class B,36.0,18.0,,,,371.24
CM-1280527,JAK1 EC50(uM),0.0548,68.1,1.63,1.6304,1,6,3.0,0.58824,Class B,,64.8,,,,313.4
CM-1131096,JAK1 EC50(uM),0.388,110.25,0.621,0.6133,3,7,3.0,0.375,Class B,27.0,,,,2.5,308.34
CM-1344978,JAK1 EC50(uM),0.711,68.59,2.852,2.8061,1,5,2.0,0.5625,Class B,13.0,26.8,,,43.5,283.37
CM-1156381,JAK1 EC50(uM),1.09,120.47,0.086,0.0859,2,9,4.0,0.29412,Class B,23.6,15.0,,,2.5,345.36
CM-1344966,JAK1 EC50(uM),0.986,68.59,2.407,2.3615,1,5,2.0,0.53333,Class B,12.8,29.4,,,14.3,269.34
CM-1326945,JAK1 EC50(uM),0.565,58.01,0.391,-2.6319,2,5,3.0,0.42857,Class B,8.14,30.2,,,5.85,255.32
CM-1348796,JAK1 EC50(uM),0.0264,69.77,1.751,1.7501,1,5,3.0,0.47059,Class B,,89.0,,,23.1,293.37
CM-1373538,JAK1 EC50(uM),0.17,71.84,1.741,1.6729,1,6,2.0,0.58824,Class B,40.3,200.0,,,2.5,310.4
CM-1367598,JAK1 EC50(uM),0.111,75.25,0.522,-0.1488,1,7,4.0,0.38889,Class B,,,,,,336.39
CM-1375890,JAK1 EC50(uM),0.103,92.07,0.044,0.0435,1,8,4.0,0.31579,Class B,23.5,,,,16.8,361.4
CM-1333207,JAK1 EC50(uM),0.404,92.07,-0.342,-0.3424,1,8,4.0,0.31579,Class B,2.89,,,,4.26,361.4
CM-1299208,JAK1 EC50(uM),0.0381,64.44,1.055,1.0538,1,6,3.0,0.57895,Class B,11.8,200.0,,14.2,5.99,340.42
CM-1449188,JAK1 EC50(uM),0.384,65.12,2.963,2.9188,1,6,2.0,0.63158,Class B,,,,,,341.45
CM-1449220,JAK1 EC50(uM),0.292,65.12,2.077,2.0324,1,6,2.0,0.5,Class B,,,,,,325.41
CM-1058624,JAK1 EC50(uM),0.0573,89.61,3.426,3.4261,1,8,3.0,0.41667,Class B,,,,,,467.58
CM-1449185,JAK1 EC50(uM),0.862,65.12,2.263,2.2183,1,6,2.0,0.61111,Class B,,,,,,327.42
CM-1449231,JAK1 EC50(uM),2.1,74.35,1.738,1.6935,1,7,2.0,0.61111,Class B,,,,,,343.42
CM-1330838,JAK1 EC50(uM),0.0167,97.79,1.06,1.0602,1,8,4.0,0.5,Class B,13.6,28.4,,,26.6,351.41
CM-1136085,JAK1 EC50(uM),0.133,97.28,2.443,2.4427,2,7,4.0,0.26316,Class B,72.3,,,,13.5,343.39
CM-1338211,JAK1 EC50(uM),0.263,78.31,0.846,0.8461,2,7,3.0,0.47059,Class B,5.27,29.2,,,2.5,380.37
CM-1313880,JAK1 EC50(uM),0.0405,91.89,1.265,1.2653,1,7,3.0,0.57895,Class B,6.04,534.0,,,7.82,350.42
CM-1250958,JAK1 EC50(uM),0.0115,117.67,0.949,0.9491,1,9,4.0,0.36842,Class B,,,,,,374.4
CM-1175933,JAK1 EC50(uM),3.0,68.1,2.533,2.5329,1,6,4.0,0.07143,Class B,63.0,3.0,,,3.67,319.24
CM-1162831,JAK1 EC50(uM),3.0,102.97,-0.058,-0.058,1,8,3.0,0.5,Class B,,,,,,349.39
CM-1287994,JAK1 EC50(uM),3.0,68.1,3.221,3.2206,1,6,3.0,0.66667,Class B,16.3,49.0,,,9.85,421.46
CM-1441067,JAK1 EC50(uM),3.0,56.84,1.685,-0.3744,2,5,2.0,0.53846,Class B,,,,,,245.32
CM-1216387,JAK1 EC50(uM),3.0,105.04,0.747,0.7468,2,8,3.0,0.61111,Class B,,,,,,388.49
CM-1337455,JAK1 EC50(uM),3.0,92.32,0.183,0.1828,1,8,4.0,0.33333,Class B,5.28,528.0,,,2.5,350.37
CM-1823915,JAK1 EC50(uM),3.0,65.03,0.477,0.433,2,5,2.0,0.4,Class B,,,,,,204.23
CM-1363066,JAK1 EC50(uM),3.0,82.19,0.525,0.48,1,7,2.0,0.6,Class B,37.3,171.0,,,4.1,333.41
CM-1246075,JAK1 EC50(uM),3.0,104.78,1.781,1.7809,1,8,4.0,0.35,Class B,46.7,165.0,,,10.9,373.41
CM-1449221,JAK1 EC50(uM),3.0,65.12,2.63,2.5857,1,6,2.0,0.61111,Class B,,,,,,327.42
CM-1449187,JAK1 EC50(uM),3.0,65.12,2.36,2.3147,1,6,2.0,0.5625,Class B,,,,,,355.36
CM-1253581,JAK1 EC50(uM),3.0,83.28,0.665,-0.4304,2,6,3.0,0.35294,Class B,,200.0,,,,310.35
CM-1017793,JAK1 EC50(uM),3.0,73.05,0.905,-0.818,3,6,2.0,0.42857,Class B,,561.0,,,23.4,271.32
CM-1127959,JAK1 EC50(uM),0.301,54.71,2.85,2.8501,1,4,3.0,0.42857,Class B,23.5,7.0,,,17.5,241.29
CM-2129121,JAK1 EC50(uM),0.463,78.31,0.402,0.4015,2,7,3.0,0.4375,Class B,21.8,,,,16.0,366.34
CM-2246992,JAK1 EC50(uM),0.958,95.31,4.557,2.6778,5,7,3.0,0.18182,Class B,0.0816,204.0,,,,422.91
CM-2249457,JAK1 EC50(uM),0.0117,87.89,2.587,2.5858,3,7,3.0,0.1875,Class B,13.4,6.0,,,,380.78
CM-2238828,JAK1 EC50(uM),0.0403,113.16,3.675,3.6641,5,7,3.0,0.05556,Class B,19.4,154.0,,,,369.8
CM-2246961,JAK1 EC50(uM),0.863,106.05,5.161,2.2619,6,6,3.0,0.21739,Class B,0.161,68.9,,,,421.92
CM-2251975,JAK1 EC50(uM),3.0,117.85,0.656,-0.4407,5,8,2.0,0.375,Class B,,303.0,,,,345.37
CM-1242937,JAK1 EC50(uM),0.0411,66.28,1.034,1.003,1,6,3.0,0.47059,Class B,,542.0,,,,365.35
CM-2257792,JAK1 EC50(uM),3.0,141.88,2.115,-0.7658,3,12,3.0,0.41667,Class B,1.59,,,,5.8,570.97
CM-1148111,JAK1 EC50(uM),3.0,68.1,1.224,1.2238,1,6,4.0,0.3125,Class B,,,,,,325.39
CM-1823912,JAK1 EC50(uM),3.0,54.04,0.967,0.922,1,5,2.0,0.5,Class B,,,,,,230.27
CM-1330801,JAK1 EC50(uM),3.0,104.35,0.868,0.8517,2,9,4.0,0.33333,Class B,3.03,657.0,,,3.55,365.39
CM-1283221,JAK1 EC50(uM),3.0,101.38,0.669,0.6616,2,8,3.0,0.52941,Class B,40.0,106.0,,,13.1,431.43
CM-1330798,JAK1 EC50(uM),3.0,94.97,0.14,0.1394,2,8,4.0,0.36842,Class B,1.22,827.0,,,2.5,363.42
CM-1175946,JAK1 EC50(uM),3.0,68.1,2.602,2.6021,1,6,5.0,0.0,Class B,26.7,120.0,,,179.0,327.34
CM-1202292,JAK1 EC50(uM),3.0,107.58,0.978,0.9782,2,8,4.0,0.31579,Class B,,,,,,358.4
CM-1705607,JAK1 EC50(uM),3.0,59.81,2.8,2.7912,1,5,2.0,0.58824,Class B,,,,,,298.38
CM-1681132,JAK1 EC50(uM),3.0,118.86,2.921,2.9197,2,9,5.0,0.2,Class B,7.78,0.826,,,,520.63
CM-1135352,JAK1 EC50(uM),3.0,58.87,1.102,1.1018,1,5,4.0,0.0,Class B,,201.0,,,2.54,235.24
CM-1118792,JAK1 EC50(uM),3.0,84.88,-0.18,-2.9226,3,6,3.0,0.46154,Class B,0.845,565.0,,,6.92,256.31
CM-1202289,JAK1 EC50(uM),3.0,128.82,0.958,0.9573,2,9,4.0,0.3,Class B,,,,,,421.48
CM-1162807,JAK1 EC50(uM),3.0,120.47,0.086,0.0859,2,9,4.0,0.29412,Class B,12.2,254.0,,,22.8,345.36
CM-1288694,JAK1 EC50(uM),0.0211,91.89,1.937,1.937,1,7,3.0,0.61905,Class B,12.7,120.0,,4.66,12.4,378.47
CM-1175951,JAK1 EC50(uM),3.0,87.97,0.34,0.3395,2,7,4.0,0.06667,Class B,6.52,71.0,,,2.5,292.3
CM-1254988,JAK1 EC50(uM),3.0,117.67,0.949,0.9491,1,9,4.0,0.36842,Class B,160.0,2.0,,,8.27,374.4
CM-1823911,JAK1 EC50(uM),3.0,54.04,1.12,1.0761,1,5,2.0,0.45455,Class B,,,,,,218.26
CM-1127237,JAK1 EC50(uM),3.0,111.76,-1.3,-1.3072,2,8,3.0,0.35714,Class B,,,,,,295.3
CM-1823916,JAK1 EC50(uM),3.0,48.05,1.185,-0.4939,1,5,2.0,0.5,Class B,,,,,,231.3
CM-1449217,JAK1 EC50(uM),3.0,65.12,3.853,3.808,1,6,2.0,0.66667,Class B,,,,,,369.5
CM-1179159,JAK1 EC50(uM),3.0,102.97,0.072,0.0716,1,8,3.0,0.5,Class B,,,,,,349.39
CM-1279495,JAK1 EC50(uM),3.0,102.24,-0.303,-0.3029,1,8,3.0,0.63158,Class B,2.2,480.0,,,7.67,403.5
CM-1188457,JAK1 EC50(uM),3.0,107.58,1.575,1.5752,2,8,4.0,0.38095,Class B,47.6,172.0,,,5.02,384.44
CM-1327427,JAK1 EC50(uM),3.0,84.1,0.263,0.2631,1,8,4.0,0.4,Class B,0.952,861.0,,,2.5,377.44
CM-1175952,JAK1 EC50(uM),3.0,58.87,1.98,1.9797,1,5,4.0,0.07143,Class B,75.9,14.0,,,2.5,303.24
CM-1357957,JAK1 EC50(uM),0.0169,86.52,1.462,1.4608,2,7,4.0,0.31818,Class B,39.0,161.0,,,4.4,391.47
CM-2228606,JAK1 EC50(uM),0.16,92.93,4.493,4.477,4,6,3.0,0.05556,Class B,3.44,120.0,,,,353.81
CM-1341545,JAK1 EC50(uM),0.0348,83.06,1.83,1.7298,1,8,3.0,0.52381,Class B,7.13,525.0,,9.35,15.5,393.49
CM-1181390,JAK1 EC50(uM),0.0273,102.97,-0.058,-0.058,1,8,3.0,0.5,Class B,,,,,,349.39
CM-1370329,JAK1 EC50(uM),0.0815,87.97,1.399,1.3993,2,7,3.0,0.55556,Class B,29.0,150.0,,,3.01,394.39
CM-1175940,JAK1 EC50(uM),0.717,68.1,2.268,2.268,1,6,4.0,0.23529,Class B,23.7,14.0,,,19.9,307.35
CM-1242941,JAK1 EC50(uM),0.0302,66.28,0.751,0.7207,1,6,3.0,0.42105,Class B,40.0,397.0,,,13.7,335.4
CM-1136038,JAK1 EC50(uM),0.497,66.59,1.097,1.0972,2,5,3.0,0.38462,Class B,54.3,87.0,,,,242.28
CM-1243519,JAK1 EC50(uM),0.0793,102.97,-0.693,-0.7009,1,8,3.0,0.4375,Class B,3.75,589.0,,,,323.35
CM-1238078,JAK1 EC50(uM),0.464,92.07,-0.1,-0.1311,1,8,4.0,0.31579,Class B,,546.0,,,,361.4
CM-1175950,JAK1 EC50(uM),0.611,58.87,2.347,2.3468,1,5,4.0,0.1875,Class B,41.0,180.0,,,2.5,277.32
CM-1247553,JAK1 EC50(uM),0.0469,90.07,-0.148,-0.179,1,7,3.0,0.44444,Class B,28.8,568.0,,,2.5,336.39
CM-1386653,JAK1 EC50(uM),0.171,87.54,-0.54,-0.5406,2,8,3.0,0.5,Class B,1.68,175.0,,,2.65,356.42
CM-1357892,JAK1 EC50(uM),0.0721,99.04,0.443,0.4418,1,8,4.0,0.4,Class B,,394.0,,,,375.43
CM-1282050,JAK1 EC50(uM),0.419,92.66,1.872,1.8715,2,7,3.0,0.6,Class B,3.93,33.6,,,2.67,399.51
CM-1246239,JAK1 EC50(uM),0.0133,93.32,-0.075,-0.1056,1,8,3.0,0.5,Class B,,556.0,,,,377.44
CM-1360701,JAK1 EC50(uM),0.311,75.0,0.575,-0.7162,1,7,4.0,0.36842,Class B,,,,,,347.42
CM-1250324,JAK1 EC50(uM),0.0256,58.01,2.346,2.2089,2,5,4.0,0.3,Class B,33.8,56.0,,,2.5,331.41
CM-1358688,JAK1 EC50(uM),0.02,96.68,0.57,0.57,2,8,4.0,0.42105,Class B,65.5,58.8,,,12.4,362.43
CM-1252397,JAK1 EC50(uM),0.0289,69.53,0.279,0.2788,1,7,3.0,0.47059,Class B,56.5,564.0,,,6.95,360.36
CM-1250356,JAK1 EC50(uM),0.0233,120.47,0.58,0.5796,2,9,4.0,0.36842,Class B,41.6,2.0,,0.0,,373.41
CM-1308156,JAK1 EC50(uM),0.0786,94.13,1.796,1.7959,1,8,4.0,0.5,Class B,14.8,106.0,,,24.6,380.44
CM-1254926,JAK1 EC50(uM),0.0459,69.53,0.673,0.6423,1,7,3.0,0.52632,Class B,55.0,477.0,,,28.2,388.41
CM-1247652,JAK1 EC50(uM),0.00243,69.52,0.232,0.2012,1,7,3.0,0.52632,Class B,33.2,108.0,,,2.5,370.42
CM-1247542,JAK1 EC50(uM),0.0394,66.28,1.304,1.2735,1,6,3.0,0.5,Class B,,532.0,,,,379.38
CM-1347461,JAK1 EC50(uM),0.0889,83.31,1.776,1.7163,1,8,3.0,0.55,Class B,11.2,23.1,0.497,36.8,2.5,382.46
CM-1192798,JAK1 EC50(uM),0.151,105.04,0.046,0.0463,2,8,3.0,0.58824,Class B,13.3,37.0,,,2.5,374.46
CM-1372042,JAK1 EC50(uM),0.0173,99.04,1.779,1.7491,1,8,4.0,0.47826,Class B,42.4,105.0,,,81.6,417.51
CM-1130276,JAK1 EC50(uM),1.01,68.1,-0.379,-0.3789,1,6,3.0,0.41667,Class B,19.7,483.0,,,2.5,243.26
CM-1367609,JAK1 EC50(uM),0.0795,75.0,1.278,-0.0356,1,7,4.0,0.4,Class B,3.21,136.0,,,2.73,361.44
CM-1327429,JAK1 EC50(uM),0.0421,94.13,1.651,1.6509,1,8,4.0,0.52381,Class B,13.5,89.0,,,34.6,392.45
CM-1246931,JAK1 EC50(uM),0.0124,69.52,0.232,0.2012,1,7,3.0,0.52632,Class B,43.1,467.0,,,13.5,370.42
CM-1297028,JAK1 EC50(uM),0.384,115.0,-0.446,-0.4457,2,9,3.0,0.5,Class B,0.155,34.8,,,2.5,364.4
CM-1129174,JAK1 EC50(uM),0.239,79.18,0.135,0.1344,1,7,3.0,0.46667,Class B,,,,,,352.31
CM-1375347,JAK1 EC50(uM),0.0896,93.32,0.402,0.4017,1,8,3.0,0.52381,Class B,8.27,152.0,,,7.68,391.47
CM-1194602,JAK1 EC50(uM),0.264,99.77,1.226,1.1656,3,7,2.0,0.64706,Class B,,,,,,361.46
CM-1047129,JAK1 EC50(uM),1.41,65.12,2.263,2.2183,1,6,2.0,0.61111,Class B,,,,,,327.42
CM-1105820,JAK1 EC50(uM),2.43,88.91,0.828,0.7788,1,7,2.0,0.5,Class B,,,,,,310.35
CM-1308157,JAK1 EC50(uM),0.0843,94.13,1.796,1.7959,1,8,4.0,0.5,Class B,13.8,444.0,,,267.0,380.44
CM-1360702,JAK1 EC50(uM),0.144,84.22,1.096,-0.0205,1,8,4.0,0.4,Class B,31.6,159.0,,,6.35,377.44
CM-1341849,JAK1 EC50(uM),1.02,89.57,1.482,1.4817,1,8,4.0,0.5,Class B,5.88,18.3,,,2.5,350.42
CM-1145815,JAK1 EC50(uM),0.107,106.07,2.156,2.1559,3,7,4.0,0.26316,Class B,40.3,,,,5.32,343.39
CM-1118611,JAK1 EC50(uM),0.047,62.11,1.567,-0.1638,1,6,4.0,0.31579,Class B,,,,,,332.4
CM-1261116,JAK1 EC50(uM),0.23,79.09,0.529,0.5289,2,6,3.0,0.53333,Class B,,533.0,,,,285.34
CM-1192630,JAK1 EC50(uM),2.19,105.04,-0.09,-0.0899,2,8,3.0,0.58824,Class B,19.2,7.0,,,,372.44
CM-1376201,JAK1 EC50(uM),0.127,98.99,-0.734,-0.7341,2,9,3.0,0.55,Class B,,564.0,,,,398.46
CM-1239333,JAK1 EC50(uM),0.41,111.76,-0.706,-0.7126,2,8,3.0,0.4375,Class B,,538.0,,,,323.35
CM-1245317,JAK1 EC50(uM),0.329,92.15,2.243,2.1733,2,7,3.0,0.63636,Class B,,71.0,,,,427.56
CM-1267893,JAK1 EC50(uM),0.0708,75.82,3.9,3.9,2,6,4.0,0.3913,Class B,,,,,,390.48
CM-1004057,JAK1 EC50(uM),0.175,61.02,2.603,2.6032,2,5,2.0,0.46667,Class B,84.0,63.0,,,24.2,270.33
CM-1377427,JAK1 EC50(uM),0.126,90.9,2.26,2.2146,1,8,3.0,0.52174,Class B,32.4,200.0,,,8.3,419.52
CM-1295982,JAK1 EC50(uM),0.00318,92.15,0.559,0.5584,2,7,3.0,0.55556,Class B,3.19,223.0,,,2.81,373.47
CM-1187155,JAK1 EC50(uM),2.04,88.91,1.88,1.8353,1,7,2.0,0.55556,Class B,,,,,,338.41
CM-1247660,JAK1 EC50(uM),0.0134,69.52,0.905,0.8744,1,7,3.0,0.55,Class B,45.5,447.0,,,104.0,366.46
CM-1234977,JAK1 EC50(uM),0.413,120.47,-0.152,-0.152,2,9,4.0,0.29412,Class B,,,,,,345.36
CM-1267334,JAK1 EC50(uM),0.0103,92.15,1.314,1.2813,2,7,3.0,0.57895,Class B,36.1,8.57,,,5.6,387.5
CM-1175948,JAK1 EC50(uM),1.44,68.1,1.301,1.301,1,6,4.0,0.13333,Class B,63.9,76.0,,,2.5,279.3
CM-1265597,JAK1 EC50(uM),0.0153,92.15,0.791,0.7588,2,7,3.0,0.55556,Class B,10.4,66.2,,,5.11,373.47
CM-1371349,JAK1 EC50(uM),0.148,118.78,-1.429,-1.4294,4,9,3.0,0.5,Class B,1.64,200.0,,1.63,8.57,372.42
CM-1365244,JAK1 EC50(uM),0.0633,98.55,-0.382,-0.3825,3,8,3.0,0.5,Class B,1.71,168.0,,,2.5,356.42
CM-1208391,JAK1 EC50(uM),2.93,105.04,0.478,0.4778,2,8,3.0,0.61111,Class B,,605.0,,,,388.49
CM-1254928,JAK1 EC50(uM),0.0711,93.32,-0.073,-0.1044,1,8,3.0,0.5,Class B,76.4,545.0,,,9.62,377.44
CM-1365246,JAK1 EC50(uM),0.0644,98.55,-0.382,-0.3825,3,8,3.0,0.5,Class B,0.0,200.0,,5.9,2.76,356.42
CM-1302927,JAK1 EC50(uM),0.254,68.1,1.323,1.3234,1,6,3.0,0.5625,Class B,47.2,404.0,,,2.5,335.35
CM-1370089,JAK1 EC50(uM),0.0644,87.55,-0.09,-0.0902,2,8,3.0,0.55,Class B,3.0,184.0,,,10.8,382.46
CM-1291060,JAK1 EC50(uM),0.0704,105.04,0.191,0.1908,2,8,3.0,0.58824,Class B,1.05,257.0,,,2.5,374.46
CM-1117382,JAK1 EC50(uM),0.0042,96.25,-0.821,-0.8214,1,8,3.0,0.53333,Class B,,,,,,346.41
CM-1181391,JAK1 EC50(uM),0.3,102.97,-0.058,-0.058,1,8,3.0,0.5,Class B,,,,,,349.39
CM-1175947,JAK1 EC50(uM),1.05,58.87,1.615,1.6152,1,5,4.0,0.07143,Class B,73.3,18.0,,,2.5,249.27
CM-1145329,JAK1 EC50(uM),0.36,73.49,3.465,3.4614,2,6,4.0,0.31579,Class B,0.809,,,,,386.37
CM-1367595,JAK1 EC50(uM),0.342,75.0,0.657,-0.7173,1,7,4.0,0.36842,Class B,,,,,,347.42
CM-1370088,JAK1 EC50(uM),0.136,73.0,0.31,0.298,1,6,3.0,0.4375,Class B,,200.0,,9.69,9.6,294.35
CM-1374168,JAK1 EC50(uM),0.0701,93.32,-0.554,-0.5541,1,8,3.0,0.5,Class B,0.0,200.0,,,4.94,377.44
CM-1367593,JAK1 EC50(uM),0.269,75.0,0.383,-0.9606,1,7,4.0,0.36842,Class B,,,,,,347.42
CM-1265592,JAK1 EC50(uM),0.159,91.89,1.96,1.9596,1,7,4.0,0.3,Class B,32.1,66.0,,,7.82,358.4
CM-1246254,JAK1 EC50(uM),0.0191,93.32,0.236,0.2057,1,8,3.0,0.5,Class B,,549.0,,,,377.44
CM-1175943,JAK1 EC50(uM),1.41,68.1,0.944,0.9441,1,6,4.0,0.07143,Class B,74.3,54.0,,,18.7,265.27
CM-1286152,JAK1 EC50(uM),0.638,96.25,0.363,0.3634,1,8,3.0,0.58824,Class B,11.4,17.3,,,2.5,410.44
CM-1338813,JAK1 EC50(uM),0.0818,84.23,0.883,0.7648,1,8,4.0,0.45455,Class B,7.55,34.2,,,27.7,403.48
CM-1241703,JAK1 EC50(uM),0.0531,93.32,-0.364,-0.3943,1,8,3.0,0.47368,Class B,25.1,525.0,,,11.9,363.42
CM-1823918,JAK1 EC50(uM),1.65,44.81,2.348,2.3025,1,4,2.0,0.53846,Class B,,,,,,228.29
CM-1266432,JAK1 EC50(uM),0.0291,95.39,1.001,0.9678,2,8,3.0,0.57895,Class B,48.9,73.0,,,85.5,456.49
CM-1367600,JAK1 EC50(uM),0.0725,75.0,0.145,-1.1018,1,7,4.0,0.36842,Class B,3.53,578.0,,,32.8,347.42
CM-1250305,JAK1 EC50(uM),0.0129,66.28,0.68,0.6494,1,6,3.0,0.52632,Class B,51.8,81.3,,,10.3,373.4
CM-1299669,JAK1 EC50(uM),0.0997,82.66,0.881,0.8813,1,6,3.0,0.46667,Class B,8.95,29.0,,,2.5,280.33
CM-1291927,JAK1 EC50(uM),0.596,80.57,0.657,0.5646,1,8,3.0,0.65,Class B,3.23,622.0,,,14.8,384.48
CM-1175949,JAK1 EC50(uM),0.904,68.1,1.823,1.8235,1,6,4.0,0.1875,Class B,45.0,70.0,,,11.8,293.32
CM-1175932,JAK1 EC50(uM),0.934,58.87,0.869,0.869,1,5,3.0,0.41667,Class B,66.2,473.0,,,3.89,227.27
CM-1351421,JAK1 EC50(uM),0.147,71.34,1.019,0.5324,1,7,3.0,0.63158,Class B,0.553,174.0,,,3.75,354.45
CM-1307286,JAK1 EC50(uM),0.0521,77.33,1.08,1.0795,1,7,3.0,0.63158,Class B,15.1,591.0,,,18.7,355.43
CM-1267894,JAK1 EC50(uM),0.0427,75.82,3.9,3.9,2,6,4.0,0.3913,Class B,,,,,,390.48
CM-1062696,JAK1 EC50(uM),0.803,53.6,2.759,2.6952,2,4,2.0,0.625,Class B,11.6,4.0,,,23.5,268.36
CM-1307291,JAK1 EC50(uM),0.0925,88.33,0.864,0.8641,2,7,3.0,0.61111,Class B,7.91,580.0,,,11.1,343.42
CM-1145814,JAK1 EC50(uM),0.23,106.07,2.156,2.1559,3,7,4.0,0.26316,Class B,46.0,,,,16.4,343.39
CM-2043102,JAK1 EC50(uM),0.398,49.22,0.869,0.8683,1,5,3.0,0.46667,Class C,55.4,78.0,,,13.5,321.3
CM-2191921,JAK1 EC50(uM),0.0478,58.45,1.937,0.3719,1,6,3.0,0.6,Class C,23.9,40.0,,,26.2,407.43
CM-2112260,JAK1 EC50(uM),0.0351,55.21,1.223,1.2219,1,5,3.0,0.44444,Class C,37.6,6.0,,,20.5,306.36
CM-1998371,JAK1 EC50(uM),0.0392,75.52,0.956,0.9562,1,7,3.0,0.5,Class C,,400.0,,,8.29,339.39
CM-2114793,JAK1 EC50(uM),0.0186,65.12,1.376,1.331,1,6,2.0,0.5625,Class C,39.0,510.0,,,9.1,299.37
CM-2166362,JAK1 EC50(uM),0.0718,49.22,2.506,0.1978,1,5,3.0,0.6,Class C,5.54,42.0,,,107.0,391.43
CM-2114800,JAK1 EC50(uM),1.49,44.81,2.192,2.146,1,4,2.0,0.53846,Class C,49.1,84.0,,,53.4,228.29
CM-2166352,JAK1 EC50(uM),0.149,49.22,2.37,-0.1143,1,5,3.0,0.61905,Class C,,54.0,,,82.8,385.45
CM-2025667,JAK1 EC50(uM),0.0449,49.22,2.822,2.1595,1,5,3.0,0.6,Class C,10.1,23.0,,,15.3,391.43
CM-2225172,JAK1 EC50(uM),0.0548,58.45,1.276,1.2357,1,6,3.0,0.65217,Class C,7.79,7.0,,,135.0,463.47
CM-2151016,JAK1 EC50(uM),0.208,85.9,0.032,0.0074,1,7,3.0,0.52941,Class C,21.8,594.0,,,12.6,321.38
CM-1991688,JAK1 EC50(uM),0.0104,69.52,0.914,0.9141,1,7,3.0,0.52632,Class C,39.2,454.0,,,2.5,388.41
CM-2162282,JAK1 EC50(uM),0.253,67.68,0.492,-1.8138,1,7,3.0,0.57895,Class C,,561.0,,,4.47,355.43
CM-2225170,JAK1 EC50(uM),0.0381,67.68,0.826,0.68,1,7,3.0,0.66667,Class C,,5.0,,,,457.52
CM-2144021,JAK1 EC50(uM),3.0,65.03,2.603,2.5601,2,5,3.0,0.29412,Class C,,,,,,294.35
CM-2241324,JAK1 EC50(uM),0.468,49.22,2.145,1.4082,1,5,3.0,0.55556,Class C,33.4,39.0,,,26.8,363.38
CM-2122174,JAK1 EC50(uM),0.236,55.73,2.553,2.5532,1,5,3.0,0.44444,Class C,34.7,21.0,,,32.8,344.36
CM-2267603,JAK1 EC50(uM),0.508,69.44,-0.546,-0.6592,2,6,3.0,0.5,Class C,,322.0,,,23.5,295.34
CM-2162316,JAK1 EC50(uM),,58.45,1.795,1.0402,1,6,3.0,0.6,Class C,13.4,206.0,,,32.2,353.46
CM-2025321,JAK1 EC50(uM),0.363,49.22,2.871,0.0263,1,5,3.0,0.61905,Class C,21.2,528.0,,,12.3,351.49
CM-2112259,JAK1 EC50(uM),0.8,55.21,1.223,1.2219,1,5,3.0,0.44444,Class C,41.1,13.0,,,16.3,306.36
CM-2118251,JAK1 EC50(uM),0.0998,48.05,1.661,1.5903,1,5,2.0,0.6,Class C,,,,,,307.34
CM-2263080,JAK1 EC50(uM),0.275,52.46,0.854,-0.7857,1,6,3.0,0.57895,Class C,,,,,,372.41
CM-2180787,JAK1 EC50(uM),0.0529,49.22,1.558,0.2551,1,5,3.0,0.5,Class C,,389.0,,,15.2,337.34
CM-2170998,JAK1 EC50(uM),1.61,58.45,0.977,0.971,1,6,3.0,0.52941,Class C,47.9,194.0,,,16.9,311.38
CM-2214974,JAK1 EC50(uM),0.0801,66.21,-1.121,-1.1219,2,5,3.0,0.52941,Class C,50.3,287.0,,,4.38,290.32
