GeneSymbol,Ensembl ID,EntrezGene,ae,thresholdset,gene_count,drug_count,ae_count,drugs_with_ae,bioactive_drugs
MAP4K3,ENSG00000011566,ENSG00000011566,Renal function test abnormal,11,3175,4905,2381,81,66
MAP4K3,ENSG00000011566,ENSG00000011566,Activated partial thromboplastin time prolonged,11,3175,4905,2381,89,66
MAP4K3,ENSG00000011566,ENSG00000011566,Seasonal allergy,11,3175,4905,2381,156,66
MAP4K3,ENSG00000011566,ENSG00000011566,Therapeutic product effect decreased,11,3175,4905,2381,422,66
MAP4K3,ENSG00000011566,ENSG00000011566,Urine output decreased,11,3175,4905,2381,137,66
MAP4K3,ENSG00000011566,ENSG00000011566,Product availability issue,11,3175,4905,2381,191,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pulmonary embolism,11,3175,4905,2381,921,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cyst,11,3175,4905,2381,90,66
MAP4K3,ENSG00000011566,ENSG00000011566,"Hallucination, auditory",11,3175,4905,2381,208,66
MAP4K3,ENSG00000011566,ENSG00000011566,Nasal discomfort,11,3175,4905,2381,81,66
MAP4K3,ENSG00000011566,ENSG00000011566,Acute hepatic failure,11,3175,4905,2381,406,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood pressure increased,11,3175,4905,2381,1045,66
MAP4K3,ENSG00000011566,ENSG00000011566,Peripheral sensory neuropathy,11,3175,4905,2381,163,66
MAP4K3,ENSG00000011566,ENSG00000011566,Prescribed underdose,11,3175,4905,2381,180,66
MAP4K3,ENSG00000011566,ENSG00000011566,Myositis,11,3175,4905,2381,152,66
MAP4K3,ENSG00000011566,ENSG00000011566,Vascular device infection,11,3175,4905,2381,46,66
MAP4K3,ENSG00000011566,ENSG00000011566,Finger deformity,11,3175,4905,2381,46,66
MAP4K3,ENSG00000011566,ENSG00000011566,Anxiety,11,3175,4905,2381,1579,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hip surgery,11,3175,4905,2381,24,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pulmonary haemorrhage,11,3175,4905,2381,185,66
MAP4K3,ENSG00000011566,ENSG00000011566,Abdominal pain upper,11,3175,4905,2381,1205,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hallucination,11,3175,4905,2381,935,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pneumonia bacterial,11,3175,4905,2381,162,66
MAP4K3,ENSG00000011566,ENSG00000011566,Coronary artery occlusion,11,3175,4905,2381,111,66
MAP4K3,ENSG00000011566,ENSG00000011566,Febrile neutropenia,11,3175,4905,2381,433,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hepatic enzyme increased,11,3175,4905,2381,796,66
MAP4K3,ENSG00000011566,ENSG00000011566,Temperature intolerance,11,3175,4905,2381,114,66
MAP4K3,ENSG00000011566,ENSG00000011566,Autoimmune haemolytic anaemia,11,3175,4905,2381,123,66
MAP4K3,ENSG00000011566,ENSG00000011566,Immune thrombocytopenia,11,3175,4905,2381,134,66
MAP4K3,ENSG00000011566,ENSG00000011566,Gastrointestinal necrosis,11,3175,4905,2381,37,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood glucose decreased,11,3175,4905,2381,253,66
MAP4K3,ENSG00000011566,ENSG00000011566,Quality of life decreased,11,3175,4905,2381,180,66
MAP4K3,ENSG00000011566,ENSG00000011566,Neoplasm progression,11,3175,4905,2381,275,66
MAP4K3,ENSG00000011566,ENSG00000011566,Spinal fracture,11,3175,4905,2381,160,66
MAP4K3,ENSG00000011566,ENSG00000011566,Skin erosion,11,3175,4905,2381,55,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood pressure systolic increased,11,3175,4905,2381,256,66
MAP4K3,ENSG00000011566,ENSG00000011566,Acute respiratory distress syndrome,11,3175,4905,2381,484,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hemiparesis,11,3175,4905,2381,290,66
MAP4K3,ENSG00000011566,ENSG00000011566,Dysphagia,11,3175,4905,2381,1060,66
MAP4K3,ENSG00000011566,ENSG00000011566,Venous thrombosis,11,3175,4905,2381,110,66
MAP4K3,ENSG00000011566,ENSG00000011566,Myopathy,11,3175,4905,2381,188,66
MAP4K3,ENSG00000011566,ENSG00000011566,Epstein-Barr virus infection,11,3175,4905,2381,88,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hypovolaemic shock,11,3175,4905,2381,100,66
MAP4K3,ENSG00000011566,ENSG00000011566,Off label use,11,3175,4905,2381,1795,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pneumothorax,11,3175,4905,2381,312,66
MAP4K3,ENSG00000011566,ENSG00000011566,Spondylitis,11,3175,4905,2381,34,66
MAP4K3,ENSG00000011566,ENSG00000011566,Extrasystoles,11,3175,4905,2381,201,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hepatomegaly,11,3175,4905,2381,227,66
MAP4K3,ENSG00000011566,ENSG00000011566,Diffuse large B-cell lymphoma recurrent,11,3175,4905,2381,35,66
MAP4K3,ENSG00000011566,ENSG00000011566,Headache,11,3175,4905,2381,2376,66
MAP4K3,ENSG00000011566,ENSG00000011566,Ventricular hypokinesia,11,3175,4905,2381,108,66
MAP4K3,ENSG00000011566,ENSG00000011566,Megacolon,11,3175,4905,2381,38,66
MAP4K3,ENSG00000011566,ENSG00000011566,Mass,11,3175,4905,2381,163,66
MAP4K3,ENSG00000011566,ENSG00000011566,Stenotrophomonas infection,11,3175,4905,2381,60,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cryptococcosis,11,3175,4905,2381,37,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haemorrhagic disorder,11,3175,4905,2381,54,66
MAP4K3,ENSG00000011566,ENSG00000011566,Ill-defined disorder,11,3175,4905,2381,529,66
MAP4K3,ENSG00000011566,ENSG00000011566,Product residue present,11,3175,4905,2381,49,66
MAP4K3,ENSG00000011566,ENSG00000011566,Psoriasis,11,3175,4905,2381,394,66
MAP4K3,ENSG00000011566,ENSG00000011566,Potentiating drug interaction,11,3175,4905,2381,66,66
MAP4K3,ENSG00000011566,ENSG00000011566,Myoclonus,11,3175,4905,2381,268,66
MAP4K3,ENSG00000011566,ENSG00000011566,Neutropenic sepsis,11,3175,4905,2381,161,66
MAP4K3,ENSG00000011566,ENSG00000011566,Respiratory tract infection,11,3175,4905,2381,384,66
MAP4K3,ENSG00000011566,ENSG00000011566,Leukopenia,11,3175,4905,2381,1026,66
MAP4K3,ENSG00000011566,ENSG00000011566,Disease complication,11,3175,4905,2381,44,66
MAP4K3,ENSG00000011566,ENSG00000011566,Arthropathy,11,3175,4905,2381,451,66
MAP4K3,ENSG00000011566,ENSG00000011566,Crepitations,11,3175,4905,2381,92,66
MAP4K3,ENSG00000011566,ENSG00000011566,Muscle disorder,11,3175,4905,2381,67,66
MAP4K3,ENSG00000011566,ENSG00000011566,Tongue discomfort,11,3175,4905,2381,44,66
MAP4K3,ENSG00000011566,ENSG00000011566,Product quality issue,11,3175,4905,2381,606,66
MAP4K3,ENSG00000011566,ENSG00000011566,Jugular vein thrombosis,11,3175,4905,2381,30,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pyrexia,11,3175,4905,2381,1838,66
MAP4K3,ENSG00000011566,ENSG00000011566,Muscle atrophy,11,3175,4905,2381,145,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hyperglycaemia,11,3175,4905,2381,794,66
MAP4K3,ENSG00000011566,ENSG00000011566,Klebsiella infection,11,3175,4905,2381,158,66
MAP4K3,ENSG00000011566,ENSG00000011566,Influenza like illness,11,3175,4905,2381,736,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cytomegalovirus test positive,11,3175,4905,2381,30,66
MAP4K3,ENSG00000011566,ENSG00000011566,Ischaemic stroke,11,3175,4905,2381,278,66
MAP4K3,ENSG00000011566,ENSG00000011566,Tooth infection,11,3175,4905,2381,104,66
MAP4K3,ENSG00000011566,ENSG00000011566,Myocarditis,11,3175,4905,2381,214,66
MAP4K3,ENSG00000011566,ENSG00000011566,Arteriosclerosis coronary artery,11,3175,4905,2381,136,66
MAP4K3,ENSG00000011566,ENSG00000011566,Bone lesion,11,3175,4905,2381,39,66
MAP4K3,ENSG00000011566,ENSG00000011566,Skin discolouration,11,3175,4905,2381,685,66
MAP4K3,ENSG00000011566,ENSG00000011566,Nausea,11,3175,4905,2381,2457,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haemorrhagic diathesis,11,3175,4905,2381,43,66
MAP4K3,ENSG00000011566,ENSG00000011566,Body temperature increased,11,3175,4905,2381,374,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hyponatraemia,11,3175,4905,2381,908,66
MAP4K3,ENSG00000011566,ENSG00000011566,Secondary immunodeficiency,11,3175,4905,2381,37,66
MAP4K3,ENSG00000011566,ENSG00000011566,Sleep disorder,11,3175,4905,2381,926,66
MAP4K3,ENSG00000011566,ENSG00000011566,Tumour lysis syndrome,11,3175,4905,2381,176,66
MAP4K3,ENSG00000011566,ENSG00000011566,Skin exfoliation,11,3175,4905,2381,661,66
MAP4K3,ENSG00000011566,ENSG00000011566,Poisoning,11,3175,4905,2381,234,66
MAP4K3,ENSG00000011566,ENSG00000011566,Electrolyte imbalance,11,3175,4905,2381,289,66
MAP4K3,ENSG00000011566,ENSG00000011566,Metastasis,11,3175,4905,2381,110,66
MAP4K3,ENSG00000011566,ENSG00000011566,Breath sounds abnormal,11,3175,4905,2381,138,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hyperleukocytosis,11,3175,4905,2381,49,66
MAP4K3,ENSG00000011566,ENSG00000011566,Peripheral swelling,11,3175,4905,2381,1039,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood cholesterol abnormal,11,3175,4905,2381,48,66
MAP4K3,ENSG00000011566,ENSG00000011566,Central serous chorioretinopathy,11,3175,4905,2381,58,66
MAP4K3,ENSG00000011566,ENSG00000011566,Atelectasis,11,3175,4905,2381,268,66
MAP4K3,ENSG00000011566,ENSG00000011566,Drug eruption,11,3175,4905,2381,338,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cardiomegaly,11,3175,4905,2381,213,66
MAP4K3,ENSG00000011566,ENSG00000011566,Low birth weight baby,11,3175,4905,2381,304,66
MAP4K3,ENSG00000011566,ENSG00000011566,Red blood cell count decreased,11,3175,4905,2381,372,66
MAP4K3,ENSG00000011566,ENSG00000011566,Gastrointestinal toxicity,11,3175,4905,2381,118,66
MAP4K3,ENSG00000011566,ENSG00000011566,Intestinal obstruction,11,3175,4905,2381,408,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blindness unilateral,11,3175,4905,2381,85,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haemorrhage,11,3175,4905,2381,942,66
MAP4K3,ENSG00000011566,ENSG00000011566,Sleep apnoea syndrome,11,3175,4905,2381,415,66
MAP4K3,ENSG00000011566,ENSG00000011566,Loss of consciousness,11,3175,4905,2381,1178,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haematocrit decreased,11,3175,4905,2381,289,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hepatic cirrhosis,11,3175,4905,2381,299,66
MAP4K3,ENSG00000011566,ENSG00000011566,Concomitant disease aggravated,11,3175,4905,2381,103,66
MAP4K3,ENSG00000011566,ENSG00000011566,Multiple sclerosis relapse,11,3175,4905,2381,85,66
MAP4K3,ENSG00000011566,ENSG00000011566,Impaired healing,11,3175,4905,2381,348,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haemoglobin decreased,11,3175,4905,2381,771,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pancreatic disorder,11,3175,4905,2381,31,66
MAP4K3,ENSG00000011566,ENSG00000011566,Panic attack,11,3175,4905,2381,412,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cardio-respiratory arrest,11,3175,4905,2381,676,66
MAP4K3,ENSG00000011566,ENSG00000011566,Nasal dryness,11,3175,4905,2381,187,66
MAP4K3,ENSG00000011566,ENSG00000011566,Gingivitis,11,3175,4905,2381,57,66
MAP4K3,ENSG00000011566,ENSG00000011566,Depressed level of consciousness,11,3175,4905,2381,667,66
MAP4K3,ENSG00000011566,ENSG00000011566,Motor dysfunction,11,3175,4905,2381,158,66
MAP4K3,ENSG00000011566,ENSG00000011566,Inflammation,11,3175,4905,2381,649,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cutaneous symptom,11,3175,4905,2381,29,66
MAP4K3,ENSG00000011566,ENSG00000011566,Encephalopathy,11,3175,4905,2381,515,66
MAP4K3,ENSG00000011566,ENSG00000011566,Abscess,11,3175,4905,2381,212,66
MAP4K3,ENSG00000011566,ENSG00000011566,Kaposi's sarcoma,11,3175,4905,2381,84,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haemothorax,11,3175,4905,2381,28,66
MAP4K3,ENSG00000011566,ENSG00000011566,Large intestine polyp,11,3175,4905,2381,69,66
MAP4K3,ENSG00000011566,ENSG00000011566,Tumour marker increased,11,3175,4905,2381,41,66
MAP4K3,ENSG00000011566,ENSG00000011566,Rash macular,11,3175,4905,2381,396,66
MAP4K3,ENSG00000011566,ENSG00000011566,Embolism arterial,11,3175,4905,2381,25,66
MAP4K3,ENSG00000011566,ENSG00000011566,Colitis ulcerative,11,3175,4905,2381,235,66
MAP4K3,ENSG00000011566,ENSG00000011566,Oesophageal pain,11,3175,4905,2381,64,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cancer pain,11,3175,4905,2381,34,66
MAP4K3,ENSG00000011566,ENSG00000011566,Tongue ulceration,11,3175,4905,2381,28,66
MAP4K3,ENSG00000011566,ENSG00000011566,Eye operation,11,3175,4905,2381,24,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hyperaesthesia,11,3175,4905,2381,181,66
MAP4K3,ENSG00000011566,ENSG00000011566,Liver injury,11,3175,4905,2381,462,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood albumin decreased,11,3175,4905,2381,119,66
MAP4K3,ENSG00000011566,ENSG00000011566,Urinary retention,11,3175,4905,2381,769,66
MAP4K3,ENSG00000011566,ENSG00000011566,Fusarium infection,11,3175,4905,2381,30,66
MAP4K3,ENSG00000011566,ENSG00000011566,Gastric disorder,11,3175,4905,2381,468,66
MAP4K3,ENSG00000011566,ENSG00000011566,Peripheral vascular disorder,11,3175,4905,2381,42,66
MAP4K3,ENSG00000011566,ENSG00000011566,Rash,11,3175,4905,2381,2320,66
MAP4K3,ENSG00000011566,ENSG00000011566,Gait inability,11,3175,4905,2381,443,66
MAP4K3,ENSG00000011566,ENSG00000011566,Foot deformity,11,3175,4905,2381,118,66
MAP4K3,ENSG00000011566,ENSG00000011566,Malaise,11,3175,4905,2381,1625,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cytomegalovirus infection reactivation,11,3175,4905,2381,93,66
MAP4K3,ENSG00000011566,ENSG00000011566,Persecutory delusion,11,3175,4905,2381,64,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cardiac failure congestive,11,3175,4905,2381,519,66
MAP4K3,ENSG00000011566,ENSG00000011566,Thirst,11,3175,4905,2381,251,66
MAP4K3,ENSG00000011566,ENSG00000011566,Aortic dissection,11,3175,4905,2381,30,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pneumocystis jirovecii infection,11,3175,4905,2381,35,66
MAP4K3,ENSG00000011566,ENSG00000011566,Tuberculosis,11,3175,4905,2381,136,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood chloride increased,11,3175,4905,2381,25,66
MAP4K3,ENSG00000011566,ENSG00000011566,Mouth swelling,11,3175,4905,2381,75,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood phosphorus increased,11,3175,4905,2381,131,66
MAP4K3,ENSG00000011566,ENSG00000011566,Leukaemia,11,3175,4905,2381,97,66
MAP4K3,ENSG00000011566,ENSG00000011566,Adverse reaction,11,3175,4905,2381,194,66
MAP4K3,ENSG00000011566,ENSG00000011566,Liver abscess,11,3175,4905,2381,50,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pericarditis,11,3175,4905,2381,250,66
MAP4K3,ENSG00000011566,ENSG00000011566,Neoplasm malignant,11,3175,4905,2381,513,66
MAP4K3,ENSG00000011566,ENSG00000011566,Acidosis,11,3175,4905,2381,215,66
MAP4K3,ENSG00000011566,ENSG00000011566,Thrombosis in device,11,3175,4905,2381,25,66
MAP4K3,ENSG00000011566,ENSG00000011566,Human herpesvirus 6 infection,11,3175,4905,2381,66,66
MAP4K3,ENSG00000011566,ENSG00000011566,Erythema multiforme,11,3175,4905,2381,486,66
MAP4K3,ENSG00000011566,ENSG00000011566,Osteonecrosis of jaw,11,3175,4905,2381,106,66
MAP4K3,ENSG00000011566,ENSG00000011566,Clostridium difficile colitis,11,3175,4905,2381,239,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hypoglycaemia,11,3175,4905,2381,687,66
MAP4K3,ENSG00000011566,ENSG00000011566,Recurrent cancer,11,3175,4905,2381,62,66
MAP4K3,ENSG00000011566,ENSG00000011566,Meniscus injury,11,3175,4905,2381,48,66
MAP4K3,ENSG00000011566,ENSG00000011566,Contraindicated product administered,11,3175,4905,2381,476,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hypersensitivity,11,3175,4905,2381,1248,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood pressure decreased,11,3175,4905,2381,837,66
MAP4K3,ENSG00000011566,ENSG00000011566,Faeces soft,11,3175,4905,2381,81,66
MAP4K3,ENSG00000011566,ENSG00000011566,Staphylococcal sepsis,11,3175,4905,2381,110,66
MAP4K3,ENSG00000011566,ENSG00000011566,Product administration error,11,3175,4905,2381,318,66
MAP4K3,ENSG00000011566,ENSG00000011566,Eructation,11,3175,4905,2381,268,66
MAP4K3,ENSG00000011566,ENSG00000011566,Malignant melanoma,11,3175,4905,2381,120,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hiccups,11,3175,4905,2381,135,66
MAP4K3,ENSG00000011566,ENSG00000011566,Viral haemorrhagic cystitis,11,3175,4905,2381,28,66
MAP4K3,ENSG00000011566,ENSG00000011566,Restlessness,11,3175,4905,2381,510,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haemolytic anaemia,11,3175,4905,2381,504,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cold sweat,11,3175,4905,2381,247,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hypervolaemia,11,3175,4905,2381,63,66
MAP4K3,ENSG00000011566,ENSG00000011566,Loss of personal independence in daily activities,11,3175,4905,2381,584,66
MAP4K3,ENSG00000011566,ENSG00000011566,Bone marrow disorder,11,3175,4905,2381,37,66
MAP4K3,ENSG00000011566,ENSG00000011566,Inguinal hernia,11,3175,4905,2381,78,66
MAP4K3,ENSG00000011566,ENSG00000011566,Foetal growth restriction,11,3175,4905,2381,237,66
MAP4K3,ENSG00000011566,ENSG00000011566,Vomiting,11,3175,4905,2381,2339,66
MAP4K3,ENSG00000011566,ENSG00000011566,Dermatitis acneiform,11,3175,4905,2381,98,66
MAP4K3,ENSG00000011566,ENSG00000011566,Necrosis,11,3175,4905,2381,96,66
MAP4K3,ENSG00000011566,ENSG00000011566,Injection site pain,11,3175,4905,2381,425,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hepatitis acute,11,3175,4905,2381,165,66
MAP4K3,ENSG00000011566,ENSG00000011566,Cardiotoxicity,11,3175,4905,2381,189,66
MAP4K3,ENSG00000011566,ENSG00000011566,Stem cell transplant,11,3175,4905,2381,27,66
MAP4K3,ENSG00000011566,ENSG00000011566,Flank pain,11,3175,4905,2381,173,66
MAP4K3,ENSG00000011566,ENSG00000011566,Acquired gene mutation,11,3175,4905,2381,36,66
MAP4K3,ENSG00000011566,ENSG00000011566,Feeling abnormal,11,3175,4905,2381,1136,66
MAP4K3,ENSG00000011566,ENSG00000011566,Myelosuppression,11,3175,4905,2381,230,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pleural effusion,11,3175,4905,2381,758,66
MAP4K3,ENSG00000011566,ENSG00000011566,Taste disorder,11,3175,4905,2381,246,66
MAP4K3,ENSG00000011566,ENSG00000011566,Performance status decreased,11,3175,4905,2381,75,66
MAP4K3,ENSG00000011566,ENSG00000011566,Impaired quality of life,11,3175,4905,2381,124,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haematoma,11,3175,4905,2381,459,66
MAP4K3,ENSG00000011566,ENSG00000011566,Acute myeloid leukaemia recurrent,11,3175,4905,2381,39,66
MAP4K3,ENSG00000011566,ENSG00000011566,Abnormal faeces,11,3175,4905,2381,82,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pulmonary arterial hypertension,11,3175,4905,2381,95,66
MAP4K3,ENSG00000011566,ENSG00000011566,Product use issue,11,3175,4905,2381,1113,66
MAP4K3,ENSG00000011566,ENSG00000011566,Psychotic disorder,11,3175,4905,2381,351,66
MAP4K3,ENSG00000011566,ENSG00000011566,Arthralgia,11,3175,4905,2381,1510,66
MAP4K3,ENSG00000011566,ENSG00000011566,"Hallucination, visual",11,3175,4905,2381,291,66
MAP4K3,ENSG00000011566,ENSG00000011566,Agranulocytosis,11,3175,4905,2381,688,66
MAP4K3,ENSG00000011566,ENSG00000011566,Full blood count abnormal,11,3175,4905,2381,195,66
MAP4K3,ENSG00000011566,ENSG00000011566,Herpes simplex,11,3175,4905,2381,130,66
MAP4K3,ENSG00000011566,ENSG00000011566,Retinal haemorrhage,11,3175,4905,2381,93,66
MAP4K3,ENSG00000011566,ENSG00000011566,Haemorrhage subcutaneous,11,3175,4905,2381,34,66
MAP4K3,ENSG00000011566,ENSG00000011566,Rhinitis,11,3175,4905,2381,401,66
MAP4K3,ENSG00000011566,ENSG00000011566,Lower respiratory tract infection,11,3175,4905,2381,512,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pseudomonal sepsis,11,3175,4905,2381,50,66
MAP4K3,ENSG00000011566,ENSG00000011566,Pain in jaw,11,3175,4905,2381,225,66
MAP4K3,ENSG00000011566,ENSG00000011566,Device related infection,11,3175,4905,2381,239,66
MAP4K3,ENSG00000011566,ENSG00000011566,Spinal operation,11,3175,4905,2381,80,66
MAP4K3,ENSG00000011566,ENSG00000011566,Mucormycosis,11,3175,4905,2381,83,66
MAP4K3,ENSG00000011566,ENSG00000011566,Therapy non-responder,11,3175,4905,2381,683,66
MAP4K3,ENSG00000011566,ENSG00000011566,Arthritis,11,3175,4905,2381,712,66
MAP4K3,ENSG00000011566,ENSG00000011566,Viral infection,11,3175,4905,2381,441,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hyperhidrosis,11,3175,4905,2381,1408,66
MAP4K3,ENSG00000011566,ENSG00000011566,Wound infection,11,3175,4905,2381,122,66
MAP4K3,ENSG00000011566,ENSG00000011566,Gastrointestinal perforation,11,3175,4905,2381,164,66
MAP4K3,ENSG00000011566,ENSG00000011566,Treatment noncompliance,11,3175,4905,2381,633,66
MAP4K3,ENSG00000011566,ENSG00000011566,Neutropenia,11,3175,4905,2381,1023,66
MAP4K3,ENSG00000011566,ENSG00000011566,Glossitis,11,3175,4905,2381,132,66
MAP4K3,ENSG00000011566,ENSG00000011566,Productive cough,11,3175,4905,2381,599,66
MAP4K3,ENSG00000011566,ENSG00000011566,Rhabdomyolysis,11,3175,4905,2381,692,66
MAP4K3,ENSG00000011566,ENSG00000011566,Sciatica,11,3175,4905,2381,199,66
MAP4K3,ENSG00000011566,ENSG00000011566,Nervousness,11,3175,4905,2381,1092,66
MAP4K3,ENSG00000011566,ENSG00000011566,Drug intolerance,11,3175,4905,2381,1039,66
MAP4K3,ENSG00000011566,ENSG00000011566,Polyuria,11,3175,4905,2381,243,66
MAP4K3,ENSG00000011566,ENSG00000011566,Lower limb fracture,11,3175,4905,2381,217,66
MAP4K3,ENSG00000011566,ENSG00000011566,Insomnia,11,3175,4905,2381,1647,66
MAP4K3,ENSG00000011566,ENSG00000011566,Coronary artery disease,11,3175,4905,2381,289,66
MAP4K3,ENSG00000011566,ENSG00000011566,Peyronie's disease,11,3175,4905,2381,31,66
MAP4K3,ENSG00000011566,ENSG00000011566,Vitreous haemorrhage,11,3175,4905,2381,29,66
MAP4K3,ENSG00000011566,ENSG00000011566,Post procedural haemorrhage,11,3175,4905,2381,85,66
MAP4K3,ENSG00000011566,ENSG00000011566,Confusional state,11,3175,4905,2381,1549,66
MAP4K3,ENSG00000011566,ENSG00000011566,Electrocardiogram abnormal,11,3175,4905,2381,180,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hypophosphataemia,11,3175,4905,2381,286,66
MAP4K3,ENSG00000011566,ENSG00000011566,Tendonitis,11,3175,4905,2381,151,66
MAP4K3,ENSG00000011566,ENSG00000011566,Status epilepticus,11,3175,4905,2381,227,66
MAP4K3,ENSG00000011566,ENSG00000011566,Premature baby,11,3175,4905,2381,529,66
MAP4K3,ENSG00000011566,ENSG00000011566,Streptococcal infection,11,3175,4905,2381,60,66
MAP4K3,ENSG00000011566,ENSG00000011566,Dry mouth,11,3175,4905,2381,1292,66
MAP4K3,ENSG00000011566,ENSG00000011566,Musculoskeletal disorder,11,3175,4905,2381,136,66
MAP4K3,ENSG00000011566,ENSG00000011566,Eye infection,11,3175,4905,2381,95,66
MAP4K3,ENSG00000011566,ENSG00000011566,Chronic lymphocytic leukaemia,11,3175,4905,2381,27,66
MAP4K3,ENSG00000011566,ENSG00000011566,Asthenia,11,3175,4905,2381,1749,66
MAP4K3,ENSG00000011566,ENSG00000011566,Paronychia,11,3175,4905,2381,53,66
MAP4K3,ENSG00000011566,ENSG00000011566,Acute febrile neutrophilic dermatosis,11,3175,4905,2381,51,66
MAP4K3,ENSG00000011566,ENSG00000011566,Swelling,11,3175,4905,2381,938,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hernia,11,3175,4905,2381,174,66
MAP4K3,ENSG00000011566,ENSG00000011566,Capillary leak syndrome,11,3175,4905,2381,42,66
MAP4K3,ENSG00000011566,ENSG00000011566,Peripheral ischaemia,11,3175,4905,2381,69,66
MAP4K3,ENSG00000011566,ENSG00000011566,Respiratory rate increased,11,3175,4905,2381,117,66
MAP4K3,ENSG00000011566,ENSG00000011566,Urticaria,11,3175,4905,2381,1863,66
MAP4K3,ENSG00000011566,ENSG00000011566,Palpitations,11,3175,4905,2381,1347,66
MAP4K3,ENSG00000011566,ENSG00000011566,Abdominal pain lower,11,3175,4905,2381,255,66
MAP4K3,ENSG00000011566,ENSG00000011566,Subdural haemorrhage,11,3175,4905,2381,47,66
MAP4K3,ENSG00000011566,ENSG00000011566,Chronic kidney disease,11,3175,4905,2381,415,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood cholesterol increased,11,3175,4905,2381,525,66
MAP4K3,ENSG00000011566,ENSG00000011566,Ventricular fibrillation,11,3175,4905,2381,323,66
MAP4K3,ENSG00000011566,ENSG00000011566,Laryngitis,11,3175,4905,2381,138,66
MAP4K3,ENSG00000011566,ENSG00000011566,Abdominal discomfort,11,3175,4905,2381,1081,66
MAP4K3,ENSG00000011566,ENSG00000011566,Dry skin,11,3175,4905,2381,780,66
MAP4K3,ENSG00000011566,ENSG00000011566,Lumbar vertebral fracture,11,3175,4905,2381,32,66
MAP4K3,ENSG00000011566,ENSG00000011566,Blood potassium increased,11,3175,4905,2381,211,66
MAP4K3,ENSG00000011566,ENSG00000011566,Infarction,11,3175,4905,2381,67,66
MAP4K3,ENSG00000011566,ENSG00000011566,Fungaemia,11,3175,4905,2381,48,66
MAP4K3,ENSG00000011566,ENSG00000011566,Dyspnoea,11,3175,4905,2381,2085,66
MAP4K3,ENSG00000011566,ENSG00000011566,Hepatotoxicity,11,3175,4905,2381,482,66
MAP4K3,ENSG00000011566,ENSG00000011566,Migraine,11,3175,4905,2381,862,66
